,organization,industry,section,gri_idx,sim_score,gri_desc
48,lloyds,finances,lloyds-sustainability-2023-26,gri_308-1,0.5457825660705566,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Environmental Screening of new suppliers (New suppliers screened using environmental criteria)"
49,lloyds,finances,lloyds-sustainability-2023-26,gri_308-2,0.5240455269813538,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Negative environmental impacts in the supply chain and actions taken (Number of suppliers assessed for environmental impacts)"
50,lloyds,finances,lloyds-sustainability-2023-28,gri_2-22,0.5114654898643494,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Statement on sustainable development strategy and climate goals (Statement from the highest governance body of the organization about the relevance of sustainable development to the organization and its strategy for contributing to sustainable development)"
51,lloyds,finances,lloyds-sustainability-2023-28,gri_201-2,0.4711671471595764,"Economic Performance (Revenue, Financial risks, Climate change risks and opportunities): Financial implications and other risks and opportunities due to climate change (Risks and opportunities posed by climate change that have the potential to generate substantive changes in operations, revenue, or expenditure)"
52,lloyds,finances,lloyds-sustainability-2023-28,gri_2-2,0.4595217704772949,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Entities included in the organization's sustainability reporting (List of all entities included in sustainability reporting)"
53,lloyds,finances,lloyds-sustainability-2023-28,gri_2-25,0.4497871696949005,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Processes to remediate negative impacts (climate change adaptation) (Organization's commitments to provide for or cooperate in the remediation of negative impacts that the organization identifies it has caused or contributed to)"
54,lloyds,finances,lloyds-sustainability-2023-29,gri_2-22,0.4073303937911987,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Statement on sustainable development strategy and climate goals (Statement from the highest governance body of the organization about the relevance of sustainable development to the organization and its strategy for contributing to sustainable development)"
55,lloyds,finances,lloyds-sustainability-2023-29,gri_304-2,0.4003388881683349,"Biodiversity (Corporate Accountability, Nature): Significant impacts of activities, products, and services on biodiversity (Company's impact on biodiversity and management plan)"
56,lloyds,finances,lloyds-sustainability-2023-30,gri_304-2,0.4798379838466644,"Biodiversity (Corporate Accountability, Nature): Significant impacts of activities, products, and services on biodiversity (Company's impact on biodiversity and management plan)"
57,lloyds,finances,lloyds-sustainability-2023-30,gri_2-22,0.4694269299507141,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Statement on sustainable development strategy and climate goals (Statement from the highest governance body of the organization about the relevance of sustainable development to the organization and its strategy for contributing to sustainable development)"
58,lloyds,finances,lloyds-sustainability-2023-30,gri_2-2,0.4498010277748108,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Entities included in the organization's sustainability reporting (List of all entities included in sustainability reporting)"
59,lloyds,finances,lloyds-sustainability-2023-30,gri_2-25,0.4060446321964264,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Processes to remediate negative impacts (climate change adaptation) (Organization's commitments to provide for or cooperate in the remediation of negative impacts that the organization identifies it has caused or contributed to)"
60,lloyds,finances,lloyds-sustainability-2023-30,gri_201-2,0.4011259377002716,"Economic Performance (Revenue, Financial risks, Climate change risks and opportunities): Financial implications and other risks and opportunities due to climate change (Risks and opportunities posed by climate change that have the potential to generate substantive changes in operations, revenue, or expenditure)"
61,lloyds,finances,lloyds-sustainability-2023-31,gri_2-22,0.5110430121421814,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Statement on sustainable development strategy and climate goals (Statement from the highest governance body of the organization about the relevance of sustainable development to the organization and its strategy for contributing to sustainable development)"
62,lloyds,finances,lloyds-sustainability-2023-31,gri_304-2,0.4872947633266449,"Biodiversity (Corporate Accountability, Nature): Significant impacts of activities, products, and services on biodiversity (Company's impact on biodiversity and management plan)"
63,lloyds,finances,lloyds-sustainability-2023-31,gri_2-2,0.4830929934978485,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Entities included in the organization's sustainability reporting (List of all entities included in sustainability reporting)"
64,lloyds,finances,lloyds-sustainability-2023-31,gri_2-25,0.4571197032928467,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Processes to remediate negative impacts (climate change adaptation) (Organization's commitments to provide for or cooperate in the remediation of negative impacts that the organization identifies it has caused or contributed to)"
65,lloyds,finances,lloyds-sustainability-2023-31,gri_308-2,0.4447912573814392,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Negative environmental impacts in the supply chain and actions taken (Number of suppliers assessed for environmental impacts)"
66,lloyds,finances,lloyds-sustainability-2023-31,gri_201-2,0.4420863091945648,"Economic Performance (Revenue, Financial risks, Climate change risks and opportunities): Financial implications and other risks and opportunities due to climate change (Risks and opportunities posed by climate change that have the potential to generate substantive changes in operations, revenue, or expenditure)"
67,lloyds,finances,lloyds-sustainability-2023-31,gri_2-27,0.4200884997844696,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Compliance with laws and regulations (Total number of significant instances of non-compliance with laws and regulations during the reporting period)"
68,lloyds,finances,lloyds-sustainability-2023-32,gri_2-22,0.4794017076492309,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Statement on sustainable development strategy and climate goals (Statement from the highest governance body of the organization about the relevance of sustainable development to the organization and its strategy for contributing to sustainable development)"
69,lloyds,finances,lloyds-sustainability-2023-32,gri_308-2,0.4491661787033081,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Negative environmental impacts in the supply chain and actions taken (Number of suppliers assessed for environmental impacts)"
70,lloyds,finances,lloyds-sustainability-2023-32,gri_201-2,0.4381306171417236,"Economic Performance (Revenue, Financial risks, Climate change risks and opportunities): Financial implications and other risks and opportunities due to climate change (Risks and opportunities posed by climate change that have the potential to generate substantive changes in operations, revenue, or expenditure)"
71,lloyds,finances,lloyds-sustainability-2023-32,gri_305-1,0.4379635155200958,"Emissions (Climate Change, Pollution & Toxics): Direct greenhouse gas (GHG) emissions (Scope 1) (What is the amount of GHG emissions that the organization is directly responsible for?)"
72,lloyds,finances,lloyds-sustainability-2023-32,gri_2-2,0.4352993071079254,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Entities included in the organization's sustainability reporting (List of all entities included in sustainability reporting)"
73,lloyds,finances,lloyds-sustainability-2023-32,gri_2-25,0.4026052951812744,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Processes to remediate negative impacts (climate change adaptation) (Organization's commitments to provide for or cooperate in the remediation of negative impacts that the organization identifies it has caused or contributed to)"
74,lloyds,finances,lloyds-sustainability-2023-33,gri_201-2,0.5266157984733582,"Economic Performance (Revenue, Financial risks, Climate change risks and opportunities): Financial implications and other risks and opportunities due to climate change (Risks and opportunities posed by climate change that have the potential to generate substantive changes in operations, revenue, or expenditure)"
75,lloyds,finances,lloyds-sustainability-2023-33,gri_2-25,0.4527733027935028,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Processes to remediate negative impacts (climate change adaptation) (Organization's commitments to provide for or cooperate in the remediation of negative impacts that the organization identifies it has caused or contributed to)"
76,lloyds,finances,lloyds-sustainability-2023-33,gri_2-22,0.4480008482933044,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Statement on sustainable development strategy and climate goals (Statement from the highest governance body of the organization about the relevance of sustainable development to the organization and its strategy for contributing to sustainable development)"
77,lloyds,finances,lloyds-sustainability-2023-33,gri_305-2,0.4190795719623565,"Emissions (Climate Change, Pollution & Toxics): Indirect greenhouse gas (GHG) emissions (Scope 2) (What is the amount of GHG emissions that the organization is indirectly responsible for?)"
78,lloyds,finances,lloyds-sustainability-2023-33,gri_305-1,0.4098912477493286,"Emissions (Climate Change, Pollution & Toxics): Direct greenhouse gas (GHG) emissions (Scope 1) (What is the amount of GHG emissions that the organization is directly responsible for?)"
79,lloyds,finances,lloyds-sustainability-2023-33,gri_201-1,0.4046613574028015,"Economic Performance (Revenue, Financial risks, Climate change risks and opportunities): Direct economic value generated and distributed (Company's direct economic value (revenue) generated)"
80,lloyds,finances,lloyds-sustainability-2023-34,gri_2-5,0.4018685221672058,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): External assurance (Organization's policy and practice for seeking external assurance, external climate change policies or goals)"
81,lloyds,finances,lloyds-sustainability-2023-39,gri_308-1,0.6397093534469604,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Environmental Screening of new suppliers (New suppliers screened using environmental criteria)"
82,lloyds,finances,lloyds-sustainability-2023-39,gri_308-2,0.6164867877960205,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Negative environmental impacts in the supply chain and actions taken (Number of suppliers assessed for environmental impacts)"
83,lloyds,finances,lloyds-sustainability-2023-40,gri_308-1,0.6195871233940125,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Environmental Screening of new suppliers (New suppliers screened using environmental criteria)"
84,lloyds,finances,lloyds-sustainability-2023-40,gri_308-2,0.6155744791030884,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Negative environmental impacts in the supply chain and actions taken (Number of suppliers assessed for environmental impacts)"
85,lloyds,finances,lloyds-sustainability-2023-40,gri_2-24,0.415189117193222,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Embedding policy commitments (Describe how organization embeds each of its policy commitments for responsible business conduct throughout its activities and business relationships)"
86,lloyds,finances,lloyds-sustainability-2023-41,gri_308-1,0.5033365488052368,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Environmental Screening of new suppliers (New suppliers screened using environmental criteria)"
87,lloyds,finances,lloyds-sustainability-2023-41,gri_308-2,0.4791330397129059,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Negative environmental impacts in the supply chain and actions taken (Number of suppliers assessed for environmental impacts)"
88,lloyds,finances,lloyds-sustainability-2023-42,gri_308-1,0.5120721459388733,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Environmental Screening of new suppliers (New suppliers screened using environmental criteria)"
89,lloyds,finances,lloyds-sustainability-2023-42,gri_308-2,0.4607336223125458,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Negative environmental impacts in the supply chain and actions taken (Number of suppliers assessed for environmental impacts)"
90,lloyds,finances,lloyds-sustainability-2023-42,gri_2-27,0.4361665844917297,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Compliance with laws and regulations (Total number of significant instances of non-compliance with laws and regulations during the reporting period)"
91,lloyds,finances,lloyds-sustainability-2023-43,gri_308-1,0.598499059677124,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Environmental Screening of new suppliers (New suppliers screened using environmental criteria)"
92,lloyds,finances,lloyds-sustainability-2023-43,gri_308-2,0.5617155432701111,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Negative environmental impacts in the supply chain and actions taken (Number of suppliers assessed for environmental impacts)"
93,lloyds,finances,lloyds-sustainability-2023-43,gri_2-5,0.4262913763523102,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): External assurance (Organization's policy and practice for seeking external assurance, external climate change policies or goals)"
94,lloyds,finances,lloyds-sustainability-2023-44,gri_308-2,0.5556545257568359,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Negative environmental impacts in the supply chain and actions taken (Number of suppliers assessed for environmental impacts)"
95,lloyds,finances,lloyds-sustainability-2023-44,gri_308-1,0.5349134802818298,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Environmental Screening of new suppliers (New suppliers screened using environmental criteria)"
96,lloyds,finances,lloyds-sustainability-2023-49,gri_2-27,0.4092845320701599,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Compliance with laws and regulations (Total number of significant instances of non-compliance with laws and regulations during the reporting period)"
97,lloyds,finances,lloyds-sustainability-2023-68,gri_2-27,0.4187318086624145,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Compliance with laws and regulations (Total number of significant instances of non-compliance with laws and regulations during the reporting period)"
98,lloyds,finances,lloyds-sustainability-2023-68,gri_2-25,0.4088228940963745,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Processes to remediate negative impacts (climate change adaptation) (Organization's commitments to provide for or cooperate in the remediation of negative impacts that the organization identifies it has caused or contributed to)"
99,lloyds,finances,lloyds-sustainability-2023-69,gri_2-29,0.406634122133255,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Approach to stakeholder engagement (Company's process for identifying relevant stakeholders across its value chain)"
100,lloyds,finances,lloyds-sustainability-2023-69,gri_2-27,0.4038826823234558,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Compliance with laws and regulations (Total number of significant instances of non-compliance with laws and regulations during the reporting period)"
101,lloyds,finances,lloyds-sustainability-2023-77,gri_2-2,0.4186069369316101,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Entities included in the organization's sustainability reporting (List of all entities included in sustainability reporting)"
102,lloyds,finances,lloyds-sustainability-2023-77,gri_2-22,0.4051878750324249,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Statement on sustainable development strategy and climate goals (Statement from the highest governance body of the organization about the relevance of sustainable development to the organization and its strategy for contributing to sustainable development)"
103,lloyds,finances,lloyds-sustainability-2023-78,gri_2-2,0.4320815205574035,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Entities included in the organization's sustainability reporting (List of all entities included in sustainability reporting)"
104,lloyds,finances,lloyds-sustainability-2023-78,gri_2-22,0.4214414358139038,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Statement on sustainable development strategy and climate goals (Statement from the highest governance body of the organization about the relevance of sustainable development to the organization and its strategy for contributing to sustainable development)"
