,section,gri_idx,sim_score,gri_desc
10,lloyds-sustainability-2023-9,gri_2-22,0.4165741801261902,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Statement on sustainable development strategy and climate goals (Statement from the highest governance body of the organization about the relevance of sustainable development to the organization and its strategy for contributing to sustainable development)"
11,lloyds-sustainability-2023-13,gri_2-22,0.47063004970550537,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Statement on sustainable development strategy and climate goals (Statement from the highest governance body of the organization about the relevance of sustainable development to the organization and its strategy for contributing to sustainable development)"
12,lloyds-sustainability-2023-13,gri_2-2,0.44246065616607666,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Entities included in the organization's sustainability reporting (List of all entities included in sustainability reporting)"
13,lloyds-sustainability-2023-13,gri_304-2,0.40172868967056274,"Biodiversity (Corporate Accountability, Nature): Significant impacts of activities, products, and services on biodiversity (Company's impact on biodiversity and management plan)"
14,lloyds-sustainability-2023-14,gri_2-22,0.5378124713897705,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Statement on sustainable development strategy and climate goals (Statement from the highest governance body of the organization about the relevance of sustainable development to the organization and its strategy for contributing to sustainable development)"
15,lloyds-sustainability-2023-14,gri_201-1,0.5337271690368652,"Economic Performance (Revenue, Financial risks, Climate change risks and opportunities): Direct economic value generated and distributed (Company's direct economic value (revenue) generated)"
16,lloyds-sustainability-2023-14,gri_2-2,0.4917318820953369,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Entities included in the organization's sustainability reporting (List of all entities included in sustainability reporting)"
17,lloyds-sustainability-2023-15,gri_304-2,0.4091067910194397,"Biodiversity (Corporate Accountability, Nature): Significant impacts of activities, products, and services on biodiversity (Company's impact on biodiversity and management plan)"
18,lloyds-sustainability-2023-16,gri_304-2,0.4115804433822632,"Biodiversity (Corporate Accountability, Nature): Significant impacts of activities, products, and services on biodiversity (Company's impact on biodiversity and management plan)"
19,lloyds-sustainability-2023-18,gri_2-29,0.4371406137943268,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Approach to stakeholder engagement (Company's process for identifying relevant stakeholders across its value chain)"
20,lloyds-sustainability-2023-18,gri_2-5,0.4296708106994629,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): External assurance (Organization's policy and practice for seeking external assurance, external climate change policies or goals)"
21,lloyds-sustainability-2023-19,gri_2-22,0.43838661909103394,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Statement on sustainable development strategy and climate goals (Statement from the highest governance body of the organization about the relevance of sustainable development to the organization and its strategy for contributing to sustainable development)"
22,lloyds-sustainability-2023-19,gri_2-2,0.4336603879928589,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Entities included in the organization's sustainability reporting (List of all entities included in sustainability reporting)"
23,lloyds-sustainability-2023-19,gri_301-1,0.42073559761047363,"Materials (Health and Safety, Waste Management, Recycled Materials): Materials used by weight or volume (Total weight of materials that are used to produce and package the organization's primary products and services)"
24,lloyds-sustainability-2023-21,gri_2-22,0.48048022389411926,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Statement on sustainable development strategy and climate goals (Statement from the highest governance body of the organization about the relevance of sustainable development to the organization and its strategy for contributing to sustainable development)"
25,lloyds-sustainability-2023-21,gri_2-25,0.43540841341018677,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Processes to remediate negative impacts (climate change adaptation) (Organization's commitments to provide for or cooperate in the remediation of negative impacts that the organization identifies it has caused or contributed to)"
26,lloyds-sustainability-2023-21,gri_304-2,0.41696539521217346,"Biodiversity (Corporate Accountability, Nature): Significant impacts of activities, products, and services on biodiversity (Company's impact on biodiversity and management plan)"
27,lloyds-sustainability-2023-25,gri_2-22,0.5336557030677795,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Statement on sustainable development strategy and climate goals (Statement from the highest governance body of the organization about the relevance of sustainable development to the organization and its strategy for contributing to sustainable development)"
28,lloyds-sustainability-2023-25,gri_2-29,0.521134078502655,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Approach to stakeholder engagement (Company's process for identifying relevant stakeholders across its value chain)"
29,lloyds-sustainability-2023-25,gri_304-2,0.4938727021217346,"Biodiversity (Corporate Accountability, Nature): Significant impacts of activities, products, and services on biodiversity (Company's impact on biodiversity and management plan)"
30,lloyds-sustainability-2023-26,gri_308-1,0.5457825660705566,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Environmental Screening of new suppliers (New suppliers screened using environmental criteria)"
31,lloyds-sustainability-2023-26,gri_308-2,0.5240455269813538,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Negative environmental impacts in the supply chain and actions taken (Number of suppliers assessed for environmental impacts)"
32,lloyds-sustainability-2023-28,gri_2-22,0.5114654898643494,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Statement on sustainable development strategy and climate goals (Statement from the highest governance body of the organization about the relevance of sustainable development to the organization and its strategy for contributing to sustainable development)"
33,lloyds-sustainability-2023-28,gri_201-2,0.4711671471595764,"Economic Performance (Revenue, Financial risks, Climate change risks and opportunities): Financial implications and other risks and opportunities due to climate change (Risks and opportunities posed by climate change that have the potential to generate substantive changes in operations, revenue, or expenditure)"
34,lloyds-sustainability-2023-28,gri_2-2,0.4595217704772949,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Entities included in the organization's sustainability reporting (List of all entities included in sustainability reporting)"
35,lloyds-sustainability-2023-29,gri_2-22,0.40733039379119873,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Statement on sustainable development strategy and climate goals (Statement from the highest governance body of the organization about the relevance of sustainable development to the organization and its strategy for contributing to sustainable development)"
36,lloyds-sustainability-2023-29,gri_304-2,0.40033888816833496,"Biodiversity (Corporate Accountability, Nature): Significant impacts of activities, products, and services on biodiversity (Company's impact on biodiversity and management plan)"
37,lloyds-sustainability-2023-30,gri_304-2,0.47983798384666443,"Biodiversity (Corporate Accountability, Nature): Significant impacts of activities, products, and services on biodiversity (Company's impact on biodiversity and management plan)"
38,lloyds-sustainability-2023-30,gri_2-22,0.4694269299507141,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Statement on sustainable development strategy and climate goals (Statement from the highest governance body of the organization about the relevance of sustainable development to the organization and its strategy for contributing to sustainable development)"
39,lloyds-sustainability-2023-30,gri_2-2,0.4498010277748108,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Entities included in the organization's sustainability reporting (List of all entities included in sustainability reporting)"
40,lloyds-sustainability-2023-31,gri_2-22,0.5110430121421814,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Statement on sustainable development strategy and climate goals (Statement from the highest governance body of the organization about the relevance of sustainable development to the organization and its strategy for contributing to sustainable development)"
41,lloyds-sustainability-2023-31,gri_304-2,0.4872947633266449,"Biodiversity (Corporate Accountability, Nature): Significant impacts of activities, products, and services on biodiversity (Company's impact on biodiversity and management plan)"
42,lloyds-sustainability-2023-31,gri_2-2,0.4830929934978485,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Entities included in the organization's sustainability reporting (List of all entities included in sustainability reporting)"
43,lloyds-sustainability-2023-32,gri_2-22,0.47940170764923096,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Statement on sustainable development strategy and climate goals (Statement from the highest governance body of the organization about the relevance of sustainable development to the organization and its strategy for contributing to sustainable development)"
44,lloyds-sustainability-2023-32,gri_308-2,0.4491661787033081,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Negative environmental impacts in the supply chain and actions taken (Number of suppliers assessed for environmental impacts)"
45,lloyds-sustainability-2023-32,gri_201-2,0.43813061714172363,"Economic Performance (Revenue, Financial risks, Climate change risks and opportunities): Financial implications and other risks and opportunities due to climate change (Risks and opportunities posed by climate change that have the potential to generate substantive changes in operations, revenue, or expenditure)"
46,lloyds-sustainability-2023-33,gri_201-2,0.5266157984733582,"Economic Performance (Revenue, Financial risks, Climate change risks and opportunities): Financial implications and other risks and opportunities due to climate change (Risks and opportunities posed by climate change that have the potential to generate substantive changes in operations, revenue, or expenditure)"
47,lloyds-sustainability-2023-33,gri_2-25,0.4527733027935028,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Processes to remediate negative impacts (climate change adaptation) (Organization's commitments to provide for or cooperate in the remediation of negative impacts that the organization identifies it has caused or contributed to)"
48,lloyds-sustainability-2023-33,gri_2-22,0.44800084829330444,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Statement on sustainable development strategy and climate goals (Statement from the highest governance body of the organization about the relevance of sustainable development to the organization and its strategy for contributing to sustainable development)"
49,lloyds-sustainability-2023-34,gri_2-5,0.4018685221672058,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): External assurance (Organization's policy and practice for seeking external assurance, external climate change policies or goals)"
50,lloyds-sustainability-2023-39,gri_308-1,0.6397093534469604,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Environmental Screening of new suppliers (New suppliers screened using environmental criteria)"
51,lloyds-sustainability-2023-39,gri_308-2,0.6164867877960205,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Negative environmental impacts in the supply chain and actions taken (Number of suppliers assessed for environmental impacts)"
52,lloyds-sustainability-2023-40,gri_308-1,0.6195871233940125,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Environmental Screening of new suppliers (New suppliers screened using environmental criteria)"
53,lloyds-sustainability-2023-40,gri_308-2,0.6155744791030884,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Negative environmental impacts in the supply chain and actions taken (Number of suppliers assessed for environmental impacts)"
54,lloyds-sustainability-2023-40,gri_2-24,0.41518911719322205,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Embedding policy commitments (Describe how organization embeds each of its policy commitments for responsible business conduct throughout its activities and business relationships)"
55,lloyds-sustainability-2023-41,gri_308-1,0.5033365488052368,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Environmental Screening of new suppliers (New suppliers screened using environmental criteria)"
56,lloyds-sustainability-2023-41,gri_308-2,0.4791330397129059,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Negative environmental impacts in the supply chain and actions taken (Number of suppliers assessed for environmental impacts)"
57,lloyds-sustainability-2023-42,gri_308-1,0.5120721459388733,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Environmental Screening of new suppliers (New suppliers screened using environmental criteria)"
58,lloyds-sustainability-2023-42,gri_308-2,0.4607336223125458,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Negative environmental impacts in the supply chain and actions taken (Number of suppliers assessed for environmental impacts)"
59,lloyds-sustainability-2023-42,gri_2-27,0.43616658449172974,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Compliance with laws and regulations (Total number of significant instances of non-compliance with laws and regulations during the reporting period)"
60,lloyds-sustainability-2023-43,gri_308-1,0.598499059677124,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Environmental Screening of new suppliers (New suppliers screened using environmental criteria)"
61,lloyds-sustainability-2023-43,gri_308-2,0.5617155432701111,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Negative environmental impacts in the supply chain and actions taken (Number of suppliers assessed for environmental impacts)"
62,lloyds-sustainability-2023-43,gri_2-5,0.4262913763523102,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): External assurance (Organization's policy and practice for seeking external assurance, external climate change policies or goals)"
63,lloyds-sustainability-2023-44,gri_308-2,0.5556545257568359,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Negative environmental impacts in the supply chain and actions taken (Number of suppliers assessed for environmental impacts)"
64,lloyds-sustainability-2023-44,gri_308-1,0.5349134802818298,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Environmental Screening of new suppliers (New suppliers screened using environmental criteria)"
65,lloyds-sustainability-2023-49,gri_2-27,0.4092845320701599,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Compliance with laws and regulations (Total number of significant instances of non-compliance with laws and regulations during the reporting period)"
66,lloyds-sustainability-2023-68,gri_2-27,0.41873180866241455,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Compliance with laws and regulations (Total number of significant instances of non-compliance with laws and regulations during the reporting period)"
67,lloyds-sustainability-2023-68,gri_2-25,0.4088228940963745,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Processes to remediate negative impacts (climate change adaptation) (Organization's commitments to provide for or cooperate in the remediation of negative impacts that the organization identifies it has caused or contributed to)"
68,lloyds-sustainability-2023-69,gri_2-29,0.406634122133255,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Approach to stakeholder engagement (Company's process for identifying relevant stakeholders across its value chain)"
69,lloyds-sustainability-2023-69,gri_2-27,0.4038826823234558,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Compliance with laws and regulations (Total number of significant instances of non-compliance with laws and regulations during the reporting period)"
70,lloyds-sustainability-2023-77,gri_2-2,0.4186069369316101,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Entities included in the organization's sustainability reporting (List of all entities included in sustainability reporting)"
71,lloyds-sustainability-2023-77,gri_2-22,0.4051878750324249,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Statement on sustainable development strategy and climate goals (Statement from the highest governance body of the organization about the relevance of sustainable development to the organization and its strategy for contributing to sustainable development)"
72,lloyds-sustainability-2023-78,gri_2-2,0.43208152055740356,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Entities included in the organization's sustainability reporting (List of all entities included in sustainability reporting)"
73,lloyds-sustainability-2023-78,gri_2-22,0.4214414358139038,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Statement on sustainable development strategy and climate goals (Statement from the highest governance body of the organization about the relevance of sustainable development to the organization and its strategy for contributing to sustainable development)"
74,lloyds-sustainability-2023-78,gri_307-1,0.41774117946624756,"Environmental Compliance (Non-compliance, Laws & Regulations, Sanctions): Environmental Non-Monetary Sanctions (Total number of non-monetary sanctions for non-compliance with environmental laws and regulations incurred by the organization? )"
75,lloyds-sustainability-2023-80,gri_2-22,0.4318109154701233,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Statement on sustainable development strategy and climate goals (Statement from the highest governance body of the organization about the relevance of sustainable development to the organization and its strategy for contributing to sustainable development)"
76,lloyds-sustainability-2023-80,gri_2-2,0.41780656576156616,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Entities included in the organization's sustainability reporting (List of all entities included in sustainability reporting)"
77,lloyds-sustainability-2023-81,gri_2-24,0.4257000982761383,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Embedding policy commitments (Describe how organization embeds each of its policy commitments for responsible business conduct throughout its activities and business relationships)"
78,lloyds-sustainability-2023-81,gri_2-29,0.4165318012237549,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Approach to stakeholder engagement (Company's process for identifying relevant stakeholders across its value chain)"
79,lloyds-sustainability-2023-81,gri_2-23,0.4043923318386078,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Policy commitments (Organization's policy commitments for responsible business conduct)"
80,lloyds-sustainability-2023-82,gri_201-2,0.4245443344116211,"Economic Performance (Revenue, Financial risks, Climate change risks and opportunities): Financial implications and other risks and opportunities due to climate change (Risks and opportunities posed by climate change that have the potential to generate substantive changes in operations, revenue, or expenditure)"
81,lloyds-sustainability-2023-82,gri_2-22,0.42028725147247314,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Statement on sustainable development strategy and climate goals (Statement from the highest governance body of the organization about the relevance of sustainable development to the organization and its strategy for contributing to sustainable development)"
82,lloyds-sustainability-2023-82,gri_2-25,0.40926647186279297,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Processes to remediate negative impacts (climate change adaptation) (Organization's commitments to provide for or cooperate in the remediation of negative impacts that the organization identifies it has caused or contributed to)"
83,lloyds-sustainability-2023-83,gri_2-2,0.6421026587486267,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Entities included in the organization's sustainability reporting (List of all entities included in sustainability reporting)"
84,lloyds-sustainability-2023-83,gri_2-22,0.6401317119598389,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Statement on sustainable development strategy and climate goals (Statement from the highest governance body of the organization about the relevance of sustainable development to the organization and its strategy for contributing to sustainable development)"
85,lloyds-sustainability-2023-83,gri_2-25,0.5876686573028564,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Processes to remediate negative impacts (climate change adaptation) (Organization's commitments to provide for or cooperate in the remediation of negative impacts that the organization identifies it has caused or contributed to)"
86,lloyds-sustainability-2023-84,gri_2-2,0.5358872413635254,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Entities included in the organization's sustainability reporting (List of all entities included in sustainability reporting)"
87,lloyds-sustainability-2023-84,gri_2-22,0.49252647161483765,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Statement on sustainable development strategy and climate goals (Statement from the highest governance body of the organization about the relevance of sustainable development to the organization and its strategy for contributing to sustainable development)"
88,lloyds-sustainability-2023-84,gri_308-2,0.45515310764312744,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Negative environmental impacts in the supply chain and actions taken (Number of suppliers assessed for environmental impacts)"
89,lloyds-sustainability-2023-85,gri_2-2,0.5675984621047974,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Entities included in the organization's sustainability reporting (List of all entities included in sustainability reporting)"
90,lloyds-sustainability-2023-85,gri_2-22,0.5639140605926514,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Statement on sustainable development strategy and climate goals (Statement from the highest governance body of the organization about the relevance of sustainable development to the organization and its strategy for contributing to sustainable development)"
91,lloyds-sustainability-2023-85,gri_2-25,0.53904789686203,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Processes to remediate negative impacts (climate change adaptation) (Organization's commitments to provide for or cooperate in the remediation of negative impacts that the organization identifies it has caused or contributed to)"
92,lloyds-sustainability-2023-86,gri_2-2,0.5387871861457825,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Entities included in the organization's sustainability reporting (List of all entities included in sustainability reporting)"
93,lloyds-sustainability-2023-86,gri_2-22,0.5003760457038879,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Statement on sustainable development strategy and climate goals (Statement from the highest governance body of the organization about the relevance of sustainable development to the organization and its strategy for contributing to sustainable development)"
94,lloyds-sustainability-2023-86,gri_2-27,0.48678502440452576,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Compliance with laws and regulations (Total number of significant instances of non-compliance with laws and regulations during the reporting period)"
95,lloyds-sustainability-2023-89,gri_302-4,0.4343622922897339,"Energy (Energy Management, Fuel Consumption): Reduction of energy consumption (Company's energy consumption reduction as a direct result of conservation and efficiency initiatives)"
96,lloyds-sustainability-2023-90,gri_201-2,0.4224938154220581,"Economic Performance (Revenue, Financial risks, Climate change risks and opportunities): Financial implications and other risks and opportunities due to climate change (Risks and opportunities posed by climate change that have the potential to generate substantive changes in operations, revenue, or expenditure)"
97,lloyds-sustainability-2023-91,gri_308-2,0.5089945197105408,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Negative environmental impacts in the supply chain and actions taken (Number of suppliers assessed for environmental impacts)"
98,lloyds-sustainability-2023-91,gri_305-5,0.4949517846107483,"Emissions (Climate Change, Pollution & Toxics): Reduction of GHG emissions (Company's quantitative reductions of its emissions?)"
99,lloyds-sustainability-2023-91,gri_308-1,0.44187068939208984,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Environmental Screening of new suppliers (New suppliers screened using environmental criteria)"
100,lloyds-sustainability-2023-92,gri_308-2,0.4340708255767822,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Negative environmental impacts in the supply chain and actions taken (Number of suppliers assessed for environmental impacts)"
101,lloyds-sustainability-2023-94,gri_302-4,0.42273110151290894,"Energy (Energy Management, Fuel Consumption): Reduction of energy consumption (Company's energy consumption reduction as a direct result of conservation and efficiency initiatives)"
102,lloyds-sustainability-2023-94,gri_308-2,0.4051430821418762,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Negative environmental impacts in the supply chain and actions taken (Number of suppliers assessed for environmental impacts)"
103,lloyds-sustainability-2023-95,gri_201-2,0.5205658674240112,"Economic Performance (Revenue, Financial risks, Climate change risks and opportunities): Financial implications and other risks and opportunities due to climate change (Risks and opportunities posed by climate change that have the potential to generate substantive changes in operations, revenue, or expenditure)"
104,lloyds-sustainability-2023-95,gri_2-22,0.4528402090072632,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Statement on sustainable development strategy and climate goals (Statement from the highest governance body of the organization about the relevance of sustainable development to the organization and its strategy for contributing to sustainable development)"
105,lloyds-sustainability-2023-95,gri_2-25,0.4380488693714142,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Processes to remediate negative impacts (climate change adaptation) (Organization's commitments to provide for or cooperate in the remediation of negative impacts that the organization identifies it has caused or contributed to)"
106,lloyds-sustainability-2023-96,gri_2-22,0.413463830947876,"General Disclosures (Organization and its Reporting Practices, Governance, Strategy, Goals, Risks, Policies and Practices, Stakeholder Engagement): Statement on sustainable development strategy and climate goals (Statement from the highest governance body of the organization about the relevance of sustainable development to the organization and its strategy for contributing to sustainable development)"
107,lloyds-sustainability-2023-96,gri_201-2,0.4026351571083069,"Economic Performance (Revenue, Financial risks, Climate change risks and opportunities): Financial implications and other risks and opportunities due to climate change (Risks and opportunities posed by climate change that have the potential to generate substantive changes in operations, revenue, or expenditure)"
108,lloyds-sustainability-2023-97,gri_308-2,0.5027598142623901,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Negative environmental impacts in the supply chain and actions taken (Number of suppliers assessed for environmental impacts)"
109,lloyds-sustainability-2023-97,gri_308-1,0.4826008081436157,"Supplier Environmental Assessment (Governance, Supply Chain Transparency): Environmental Screening of new suppliers (New suppliers screened using environmental criteria)"
110,lloyds-sustainability-2023-97,gri_201-2,0.4680960476398468,"Economic Performance (Revenue, Financial risks, Climate change risks and opportunities): Financial implications and other risks and opportunities due to climate change (Risks and opportunities posed by climate change that have the potential to generate substantive changes in operations, revenue, or expenditure)"
